,name,album,artist,uri,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
0,Rock or Bust,Rock or Bust,AC/DC,spotify:track:2vyae4DvSU2gs8OMOGwXF2,2014-11-28,183053,64,0.572,7.13e-05,0.825,0.000134,0.134,-3.977,0.04,98.057,4
1,Play Ball,Rock or Bust,AC/DC,spotify:track:3fpzBeEHvuXKOl7QeVe1iz,2014-11-28,167133,54,0.52,6.71e-06,0.872,0.246,0.207,-4.354,0.0383,120.006,4
2,Rock the Blues Away,Rock or Bust,AC/DC,spotify:track:5xGHeN58fFOcORW0pRZznn,2014-11-28,204373,53,0.537,0.000131,0.88,0.00531,0.135,-4.902,0.0353,120.976,4
3,Miss Adventure,Rock or Bust,AC/DC,spotify:track:4WpGOn71DcfB9zMvnN9mLl,2014-11-28,177253,48,0.51,1.09e-05,0.896,0.000771,0.0826,-3.585,0.0624,120.134,4
4,Dogs of War,Rock or Bust,AC/DC,spotify:track:2eSsmjwzDB9JTGvn2ZPLE9,2014-11-28,215440,50,0.502,4.71e-05,0.816,0.0217,0.302,-4.562,0.0329,99.372,4
5,Got Some Rock & Roll Thunder,Rock or Bust,AC/DC,spotify:track:5CqTorhnA1GUNh1Z8PnGiS,2014-11-28,202586,49,0.626,0.000157,0.833,0.000717,0.0608,-4.352,0.0285,107.572,4
6,Hard Times,Rock or Bust,AC/DC,spotify:track:5aoTIWdzgcjGo3SdjxqWSf,2014-11-28,164226,57,0.57,5.64e-05,0.758,0.0304,0.448,-4.362,0.036,93.095,4
7,Baptism By Fire,Rock or Bust,AC/DC,spotify:track:1ULNWGJD3skjg0jWjhCFHc,2014-11-28,210200,49,0.457,4.67e-06,0.93,0.197,0.174,-4.203,0.0588,150.188,4
8,Rock the House,Rock or Bust,AC/DC,spotify:track:57NrsUX4Ix819R67iiwcos,2014-11-28,162840,48,0.448,4.94e-05,0.94,3.13e-05,0.0975,-3.52,0.0516,91.212,4
9,Sweet Candy,Rock or Bust,AC/DC,spotify:track:7qnCJHj5rzdKzQKkQmrlad,2014-11-28,189720,47,0.449,6.25e-06,0.847,0.032,0.133,-4.31,0.0463,192.149,4
10,Emission Control,Rock or Bust,AC/DC,spotify:track:1v2dqCvCUf2TmxtbKXvLFN,2014-11-28,221360,47,0.409,0.000104,0.858,0.135,0.212,-4.644,0.0393,168.955,4
11,"Rock N Roll Train - Live at River Plate Stadium, Buenos Aires, Argentina - December 2009",Live at River Plate,AC/DC,spotify:track:2hzg8fX8NGSK4loyJbNLr1,2012-11-19,281280,52,0.461,0.000379,0.965,2.17e-05,0.931,-5.087,0.067,125.742,4
12,"Hell Ain't a Bad Place to Be - Live at River Plate Stadium, Buenos Aires, Argentina - December 2009",Live at River Plate,AC/DC,spotify:track:5x1wkgdotvZwgmgscxFWcz,2012-11-19,267600,52,0.361,0.000918,0.954,0.0,0.977,-4.608,0.0772,129.602,4
13,"Back In Black - Live at River Plate Stadium, Buenos Aires, Argentina - December 2009",Live at River Plate,AC/DC,spotify:track:7JLqofLzcpdjFHc6oRSBGf,2012-11-19,255053,52,0.324,0.000593,0.95,1.28e-06,0.987,-4.553,0.0774,92.703,4
14,"Big Jack - Live at River Plate Stadium, Buenos Aires, Argentina - December 2009",Live at River Plate,AC/DC,spotify:track:4eJTrppVPYaf4RTVhFoLiV,2012-11-19,247960,47,0.474,0.000912,0.974,0.0,0.989,-4.566,0.0635,130.935,4
15,"Dirty Deeds Done Dirt Cheap - Live at River Plate Stadium, Buenos Aires, Argentina - December 2009",Live at River Plate,AC/DC,spotify:track:0q3cKVAjGC0NqmkcEcQDy8,2012-11-19,298826,49,0.277,0.000979,0.934,1.92e-05,0.972,-4.788,0.118,140.06,4
16,"Shot Down in Flames - Live at River Plate Stadium, Buenos Aires, Argentina - December 2009",Live at River Plate,AC/DC,spotify:track:6q7XBzRnDqSXggczzNgSbE,2012-11-19,227400,47,0.378,8.26e-05,0.965,3.09e-06,0.968,-4.126,0.0818,135.138,4
17,"Thunderstruck - Live at River Plate Stadium, Buenos Aires, Argentina - December 2009",Live at River Plate,AC/DC,spotify:track:7eHlRQ5acXEIMdGAKe00fO,2012-11-19,332493,55,0.315,0.000842,0.982,3.48e-05,0.982,-4.872,0.109,130.095,4
18,"Black Ice - Live at River Plate Stadium, Buenos Aires, Argentina - December 2009",Live at River Plate,AC/DC,spotify:track:0YhEKbKui5CB39vlvUzpkm,2012-11-19,224066,45,0.319,0.000141,0.958,0.000457,0.994,-5.557,0.0513,92.956,4
19,"The Jack - Live at River Plate Stadium, Buenos Aires, Argentina - December 2009",Live at River Plate,AC/DC,spotify:track:7DXTI7oKuIr06wNQ7WVmjV,2012-11-19,612480,46,0.34,0.00644,0.937,0.00148,0.965,-6.017,0.116,73.837,4
20,"Hells Bells - Live at River Plate Stadium, Buenos Aires, Argentina - December 2009",Live at River Plate,AC/DC,spotify:track:6ZIM0F8bSeI2OH6n3sJByc,2012-11-19,337800,49,0.297,0.000227,0.923,7.71e-06,0.954,-5.054,0.0577,117.026,4
21,"Shoot to Thrill - Live at River Plate Stadium, Buenos Aires, Argentina - December 2009",Live at River Plate,AC/DC,spotify:track:3C4D0HOQdvc4AWhMeW4fFt,2012-11-19,355986,48,0.309,0.000698,0.973,7.64e-06,0.991,-5.045,0.124,139.89,4
22,"War Machine - Live at River Plate Stadium, Buenos Aires, Argentina - December 2009",Live at River Plate,AC/DC,spotify:track:26xgWDWwV01L1f3jV1Fu3D,2012-11-19,219200,44,0.527,0.000505,0.951,4.18e-06,0.963,-5.805,0.085,130.996,4
23,"Dog Eat Dog - Live at River Plate Stadium, Buenos Aires, Argentina - December 2009",Live at River Plate,AC/DC,spotify:track:1hBoa6sbaicdHqQY3a9xWF,2012-11-19,309880,43,0.423,0.00128,0.921,0.0135,0.921,-6.108,0.117,138.441,4
24,"You Shook Me All Night Long - Live at River Plate Stadium, Buenos Aires, Argentina - December 2009",Live at River Plate,AC/DC,spotify:track:778MsQxm8FaGUpZH6jttfr,2012-11-19,241653,51,0.404,0.00172,0.966,0.0,0.752,-4.83,0.0863,129.914,4
25,"T.N.T. - Live at River Plate Stadium, Buenos Aires, Argentina - December 2009",Live at River Plate,AC/DC,spotify:track:5q7dkO4CQpC3INAvMx55wT,2012-11-19,237333,50,0.322,0.000956,0.97,5.97e-05,0.977,-4.654,0.166,130.349,4
26,"Whole Lotta Rosie - Live at River Plate Stadium, Buenos Aires, Argentina - December 2009",Live at River Plate,AC/DC,spotify:track:6bZQwL1KmpE3y4TH3jIVgr,2012-11-19,357586,47,0.179,6.13e-05,0.968,3.27e-05,0.948,-4.46,0.0948,150.944,4
27,"Let There Be Rock - Live at River Plate Stadium, Buenos Aires, Argentina - December 2009",Live at River Plate,AC/DC,spotify:track:2q0FeOVtIivDv9WWzvPH6J,2012-11-19,1086853,45,0.249,0.00166,0.99,0.42,0.556,-5.06,0.178,111.927,4
28,"Highway to Hell - Live at River Plate Stadium, Buenos Aires, Argentina - December 2009",Live at River Plate,AC/DC,spotify:track:7vTCGXUv3XOKScExgMtmel,2012-11-19,284253,52,0.3,0.0167,0.973,0.0,0.959,-5.142,0.116,124.496,4
29,"For Those About to Rock (We Salute You) - Live at River Plate Stadium, Buenos Aires, Argentina - December 2009",Live at River Plate,AC/DC,spotify:track:6CszSinwzUcQRponsCm2CR,2012-11-19,465426,45,0.225,0.000331,0.953,6.96e-06,0.984,-5.026,0.109,126.714,4
30,Rock N Roll Train,Black Ice,AC/DC,spotify:track:4feXJ5IC3avXsVW9WNFSag,2008-10-20,261506,69,0.547,0.000998,0.931,0.0118,0.278,-2.356,0.0615,118.4,4
31,Skies on Fire,Black Ice,AC/DC,spotify:track:4K3ReloaWQZmMz6jrLQ34V,2008-10-20,214173,47,0.554,0.000411,0.657,0.00757,0.182,-3.197,0.0283,93.899,4
32,Big Jack,Black Ice,AC/DC,spotify:track:6vgEMqEmhSkv2G23nl1VTu,2008-10-20,237066,49,0.535,0.000159,0.891,0.0054,0.0992,-2.754,0.0417,125.796,4
33,Anything Goes,Black Ice,AC/DC,spotify:track:4OrKIUhgiIiOefxwmrVedV,2008-10-20,202160,48,0.605,0.000522,0.9,0.0271,0.0466,-2.717,0.0291,120.895,4
34,War Machine,Black Ice,AC/DC,spotify:track:5YnNWHKCJaJKwbagXDb5Uf,2008-10-20,189786,60,0.518,4.85e-05,0.718,0.244,0.25,-4.355,0.0343,127.593,4
35,Smash N Grab,Black Ice,AC/DC,spotify:track:6GIow0bPNRxQwCgCJODRHq,2008-10-20,246413,43,0.5,6.54e-05,0.82,0.0124,0.152,-3.517,0.0279,98.705,4
36,Spoilin' for a Fight,Black Ice,AC/DC,spotify:track:5yx3jekDsFzX987CIHX2Yn,2008-10-20,197080,45,0.578,5.59e-05,0.823,0.00254,0.0721,-3.163,0.0325,123.429,4
37,Wheels,Black Ice,AC/DC,spotify:track:2L4PQQuGuGaCpT8pYNxka6,2008-10-20,208493,43,0.494,9.83e-05,0.843,0.000275,0.255,-3.079,0.0338,132.385,4
38,Decibel,Black Ice,AC/DC,spotify:track:1KS8jTXFTx6Ue7GijLLGTU,2008-10-20,213880,44,0.618,0.00153,0.722,0.00361,0.137,-3.438,0.0277,96.436,4
39,Stormy May Day,Black Ice,AC/DC,spotify:track:4Pm55wDKHjx8JQtzUK0loE,2008-10-20,190213,44,0.525,0.00026,0.789,0.000207,0.101,-4.05,0.0269,95.319,4
40,She Likes Rock N Roll,Black Ice,AC/DC,spotify:track:6QitPoNJ9DPtBAA5N6LWYA,2008-10-20,232946,43,0.596,0.00157,0.651,4.43e-06,0.0762,-3.822,0.0368,103.844,4
41,Money Made,Black Ice,AC/DC,spotify:track:7kiKiDlZVrwufrqegBdUqt,2008-10-20,255453,43,0.58,0.000432,0.709,0.00277,0.107,-3.593,0.0277,85.538,4
42,Rock N Roll Dream,Black Ice,AC/DC,spotify:track:6RYm3vNuXgILX6yTVWl4ln,2008-10-20,280906,43,0.492,0.00344,0.661,0.000585,0.241,-5.497,0.0249,106.634,4
43,Rocking All the Way,Black Ice,AC/DC,spotify:track:54Qq4F7r3l1CsMOVxj2GJQ,2008-10-20,202493,42,0.556,0.000364,0.849,0.000274,0.126,-4.044,0.0306,124.99,4
44,Black Ice,Black Ice,AC/DC,spotify:track:3Axmw41lmMoXih3NJYzbXb,2008-10-20,205106,54,0.501,0.000323,0.889,0.00164,0.186,-3.89,0.0296,94.37,4
45,Stiff Upper Lip,Stiff Upper Lip,AC/DC,spotify:track:1KBuhAHzia2qoD4u6YhvER,2000-02-25,214560,63,0.588,0.0344,0.851,0.00773,0.16,-4.206,0.033,123.691,4
46,Meltdown,Stiff Upper Lip,AC/DC,spotify:track:6x4UZ92rUZbRxUzvx0JVl6,2000-02-25,221066,42,0.615,0.0631,0.702,4.86e-06,0.0805,-3.825,0.0463,111.865,4
47,House of Jazz,Stiff Upper Lip,AC/DC,spotify:track:2BNFtsFjAXw46wRq0injZj,2000-02-25,236426,42,0.615,0.0178,0.567,0.0814,0.227,-4.976,0.0321,85.762,4
48,Hold Me Back,Stiff Upper Lip,AC/DC,spotify:track:79fB8SJnwlaGCbP4hFFWG0,2000-02-25,239133,42,0.731,0.0449,0.659,0.212,0.107,-5.259,0.0391,115.845,4
49,Safe in New York City,Stiff Upper Lip,AC/DC,spotify:track:6xs17NF4X10Y7UGwto7S7Z,2000-02-25,239466,50,0.494,0.0111,0.881,0.00953,0.104,-4.773,0.037,160.942,4
50,Can't Stand Still,Stiff Upper Lip,AC/DC,spotify:track:4GLQAKOPFXOI07JzfrniZs,2000-02-25,221400,43,0.602,0.0165,0.835,0.00246,0.66,-4.407,0.0258,110.116,4
51,Can't Stop Rock 'n' Roll,Stiff Upper Lip,AC/DC,spotify:track:2TCEl9FdIPmIXyM2Jd6Lws,2000-02-25,242000,42,0.447,0.0741,0.638,0.0169,0.0984,-4.724,0.0274,84.98,4
52,Satellite Blues,Stiff Upper Lip,AC/DC,spotify:track:7lrBHMaXy0klQR4KFZuwAs,2000-02-25,226333,44,0.541,0.0329,0.696,0.00315,0.0593,-3.988,0.0638,118.901,4
53,Damned,Stiff Upper Lip,AC/DC,spotify:track:6MJ5Q5tcNIWDrdBt3woKdj,2000-02-25,232133,40,0.516,0.137,0.443,0.00214,0.0549,-4.98,0.0382,88.798,4
54,Come and Get It,Stiff Upper Lip,AC/DC,spotify:track:1B7YWCnmn6bWii1Pyy8cfK,2000-02-25,242600,41,0.51,0.0304,0.586,0.016,0.144,-5.226,0.0294,89.778,4
55,All Screwed Up,Stiff Upper Lip,AC/DC,spotify:track:2filqLyVGxteotSCD8b4Jt,2000-02-25,276400,39,0.569,0.0222,0.591,0.00123,0.0771,-3.962,0.037,102.685,4
56,Give It Up,Stiff Upper Lip,AC/DC,spotify:track:3rwdLlTki1Y5YLU9DOU4ks,2000-02-25,235693,47,0.547,0.0069,0.722,0.000113,0.064,-3.859,0.0317,129.616,4
57,Hard as a Rock,Ballbreaker,AC/DC,spotify:track:1gij27s31tFKcTHa8f1u4g,1995-09-22,271000,63,0.481,0.0018,0.724,0.177,0.11,-5.642,0.0324,116.322,4
58,Cover You in Oil,Ballbreaker,AC/DC,spotify:track:56OSb0BpuPI9tp4tDvhC8i,1995-09-22,272640,44,0.387,0.00862,0.74,0.000113,0.345,-5.822,0.0476,197.839,4
59,The Furor,Ballbreaker,AC/DC,spotify:track:6ijCRYmsTbeOWp4qEgl9e0,1995-09-22,250693,42,0.491,0.000138,0.714,0.529,0.2,-5.515,0.0266,97.861,4
60,Boogie Man,Ballbreaker,AC/DC,spotify:track:2eeDDhFzhTi78mVOQMEnDw,1995-09-22,246973,44,0.485,0.0068,0.603,0.0349,0.227,-6.608,0.0594,111.756,3
61,The Honey Roll,Ballbreaker,AC/DC,spotify:track:6EV7R20p1qHi1HwldZorHi,1995-09-22,335026,40,0.301,0.00185,0.675,0.0165,0.113,-6.781,0.034,180.773,4
62,Burnin' Alive,Ballbreaker,AC/DC,spotify:track:4iAZhaVvrX1d1By5f0QWSB,1995-09-22,305506,42,0.632,0.00404,0.688,0.0867,0.0894,-6.149,0.0311,113.187,4
63,Hail Caesar,Ballbreaker,AC/DC,spotify:track:5Pa0DPtpyGUlpRJgxq9BMk,1995-09-22,314426,45,0.475,0.0026,0.639,0.0163,0.15,-7.921,0.0421,125.167,4
64,Love Bomb,Ballbreaker,AC/DC,spotify:track:0uCshTeOj3C39Qj4bS539q,1995-09-22,194133,37,0.559,0.0103,0.709,0.498,0.122,-5.872,0.0359,118.419,4
65,Caught with Your Pants Down,Ballbreaker,AC/DC,spotify:track:0vT0i6fUPaE0UB4BO74bFI,1995-09-22,254533,38,0.504,0.00782,0.731,0.00287,0.321,-7.345,0.0417,143.354,4
66,Whiskey on the Rocks,Ballbreaker,AC/DC,spotify:track:4KytLdPRCctWfEvXRhbHB4,1995-09-22,275133,41,0.432,0.00151,0.613,0.00293,0.0725,-5.679,0.0315,94.119,4
67,Ballbreaker,Ballbreaker,AC/DC,spotify:track:1TJX5KxBVqwqPPUPH16MFL,1995-09-22,270760,58,0.473,0.000728,0.862,0.00825,0.121,-5.781,0.063,127.233,4
68,Thunderstruck - Live - 1991,Live,AC/DC,spotify:track:4f5V6rbtGt67AWtNGRS9vx,1992-10-27,395226,45,0.255,0.000774,0.973,0.0388,0.728,-5.579,0.257,135.116,4
69,Shoot to Thrill - Live - 1991,Live,AC/DC,spotify:track:78OmqSJbNCPvzoewaDRJvy,1992-10-27,320466,39,0.296,1.59e-05,0.975,0.867,0.862,-4.855,0.0662,147.293,4
70,Back In Black - Live - 1991,Live,AC/DC,spotify:track:5dvfYJR8yXaO9SHtqJWeL5,1992-10-27,266533,45,0.471,0.000585,0.984,0.000739,0.95,-4.211,0.0795,96.542,4
71,Who Made Who - Live - 1991,Live,AC/DC,spotify:track:56uIblkbP8nt42e4h7NYcC,1992-10-27,315000,38,0.451,0.000862,0.97,0.402,0.977,-5.346,0.151,129.97,4
72,Heatseeker - Live - 1991,Live,AC/DC,spotify:track:1dJOOi2Byt4uWFDJWqR6AR,1992-10-27,215933,39,0.407,0.000926,0.987,0.259,0.954,-5.306,0.0745,95.097,4
73,The Jack - Live - 1991,Live,AC/DC,spotify:track:5fMM9S5N2MloZXHCT08WC6,1992-10-27,416626,35,0.286,0.000359,0.808,0.0324,0.944,-6.182,0.0682,74.443,4
74,Moneytalks - Live - 1991,Live,AC/DC,spotify:track:6prcnLMTKrcHzvp4XwUnUj,1992-10-27,258266,40,0.476,0.000422,0.954,0.883,0.958,-4.337,0.0585,122.274,4
75,Hells Bells - Live - 1991,Live,AC/DC,spotify:track:3aSUhKMYQkfEOjkdBwWcoC,1992-10-27,360360,41,0.317,6.26e-05,0.931,0.653,0.878,-5.794,0.0576,113.007,4
76,Dirty Deeds Done Dirt Cheap - Live - 1991,Live,AC/DC,spotify:track:4SUhlKM0n3ejiHQwqTjb9F,1992-10-27,302093,41,0.465,0.00144,0.977,0.106,0.954,-4.382,0.138,140.433,4
77,Whole Lotta Rosie - Live - 1991,Live,AC/DC,spotify:track:4eoGQROWDgOs43F0WEYR8a,1992-10-27,269973,37,0.35,4.01e-05,0.984,0.311,0.971,-5.412,0.139,98.673,4
78,You Shook Me All Night Long - Live - 1991,Live,AC/DC,spotify:track:4QR6LcLBL8bLDd6lbNwmbC,1992-10-27,232600,40,0.462,0.00139,0.981,0.0128,0.929,-4.334,0.0982,138.041,4
79,Highway to Hell - Live - 1991,Live,AC/DC,spotify:track:5Mu7WviNvT9yJeF79V1HS5,1992-10-27,237200,39,0.491,0.00552,0.982,0.0575,0.968,-5.093,0.113,120.323,4
80,T.N.T. - Live - 1991,Live,AC/DC,spotify:track:6MWkewqqntx7y6AyOqEoXM,1992-10-27,227706,37,0.455,0.00222,0.979,0.00236,0.419,-4.727,0.132,128.301,4
81,For Those About to Rock (We Salute You) - Live - 1991,Live,AC/DC,spotify:track:5v2EJjf4VcVvXQT5P84twb,1992-10-27,437640,36,0.333,7.64e-05,0.978,0.476,0.879,-4.425,0.121,131.745,4
82,Thunderstruck - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:726FgWV2ZRP5rkJ5MfGbSr,1992-10-27,395226,42,0.252,0.00088,0.975,0.0658,0.747,-5.548,0.271,134.818,4
83,Shoot to Thrill - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:4D3qnFFio2eUuiwCM4O023,1992-10-27,320933,41,0.304,1.71e-05,0.974,0.778,0.892,-4.874,0.0681,145.91,4
84,Back In Black - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:1MfedNodDKkvTVkNkwIBSo,1992-10-27,267373,40,0.46,0.000513,0.984,0.000697,0.937,-4.239,0.0657,96.468,4
85,Sin City - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:5KCCaVQOSe4gLzyGJ3oZnL,1992-10-27,340666,37,0.351,0.000562,0.924,0.511,0.709,-6.247,0.0859,132.942,4
86,Who Made Who - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:5bx6dKRA1X04ZeTfxCNJMA,1992-10-27,315066,38,0.455,0.000794,0.969,0.368,0.974,-5.368,0.152,129.979,4
87,Heatseeker - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:6WnA9KrJ3r9YfJOmxmZRaC,1992-10-27,216333,37,0.414,0.000732,0.984,0.356,0.938,-5.259,0.0745,95.082,4
88,Fire Your Guns - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:3dduxlMxKeJzAYMBWjCHbP,1992-10-27,218866,37,0.411,0.00054,0.982,0.0106,0.889,-6.086,0.0867,104.951,4
89,Jailbreak - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:6OvZ0eYTiRbvE4yflbKlnt,1992-10-27,881800,39,0.327,0.00667,0.847,0.254,0.934,-6.69,0.109,131.099,4
90,The Jack - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:2HBUDl71pACQkvOnhpo1ra,1992-10-27,416666,35,0.285,0.000277,0.814,0.0336,0.959,-6.19,0.0698,74.208,4
91,The Razors Edge - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:6TiX53RD1JzwV5saZRIt5z,1992-10-27,274466,35,0.263,3.72e-05,0.937,0.643,0.952,-5.821,0.0811,108.725,4
92,Dirty Deeds Done Dirt Cheap - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:6r9ruVF8mF1QTH1J2S89G3,1992-10-27,302693,36,0.484,0.00115,0.982,0.183,0.949,-4.392,0.134,140.354,4
93,Moneytalks - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:6clRKCagfZikejWk1er68O,1992-10-27,269840,37,0.468,0.000348,0.956,0.843,0.968,-4.379,0.061,122.331,4
94,Hells Bells - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:3zEg8Ztp2RNK1rN2fNuUyu,1992-10-27,360866,37,0.317,6.75e-05,0.929,0.552,0.477,-5.815,0.0581,113.073,4
95,Are You Ready - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:5TXfht88qy2zLb13TIu47d,1992-10-27,272866,36,0.467,0.00323,0.951,0.184,0.899,-4.228,0.0694,110.46,4
96,That's the Way I Wanna Rock 'N' Roll - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:7ks1X6WVC5RI52ljlbG66p,1992-10-27,236026,35,0.398,0.000393,0.982,0.0183,0.939,-5.888,0.11,94.455,4
97,High Voltage - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:3orPMvpxWGqzWhYzpuXeAB,1992-10-27,632133,37,0.508,5.5e-05,0.944,0.777,0.952,-5.319,0.0455,141.243,4
98,You Shook Me All Night Long - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:0leqOXgFI7Klsd1d82sAqr,1992-10-27,233133,37,0.46,0.00129,0.981,0.00745,0.942,-4.352,0.1,138.028,4
99,Whole Lotta Rosie - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:0V6mxSZnwc59wL8KJ8x6PM,1992-10-27,270200,37,0.257,4.21e-05,0.983,0.367,0.972,-5.447,0.118,98.918,4
100,Let There Be Rock - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:6DULdxBZGGDEf5VKVoIMgC,1992-10-27,736133,36,0.272,0.000581,0.965,0.519,0.952,-5.288,0.185,110.768,4
101,Bonny - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:2CrEgRDdADE4td2Ot6KaOx,1992-10-27,63360,33,0.112,0.305,0.855,0.962,0.712,-9.051,0.0949,152.405,3
102,Highway to Hell - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:3Hbbkj9PerBqZJ9DjINjN6,1992-10-27,233000,37,0.491,0.00374,0.984,0.0435,0.833,-4.849,0.113,120.38,4
103,T.N.T. - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:1Eaqc5EdMMvFcI4Z1Wh4VG,1992-10-27,228160,36,0.445,0.00274,0.977,0.00306,0.417,-4.766,0.144,128.264,4
104,For Those About to Rock (We Salute You) - Live - 1991,Live (Collector's Edition),AC/DC,spotify:track:7aslZ5LcxlHxizdVSfvZbH,1992-10-27,437640,37,0.291,7.61e-05,0.979,0.497,0.856,-4.451,0.154,131.806,4
105,Thunderstruck,The Razors Edge,AC/DC,spotify:track:57bgtoPSgt236HzfBOd8kj,1990-09-24,292880,82,0.502,0.000147,0.89,0.0117,0.217,-5.175,0.0364,133.52,4
106,Fire Your Guns,The Razors Edge,AC/DC,spotify:track:0cLvKgKkqlaJ9UajbitH4l,1990-09-24,173746,60,0.551,0.00135,0.96,6.54e-06,0.0941,-3.284,0.0508,98.879,4
107,Moneytalks,The Razors Edge,AC/DC,spotify:track:5u5F7qLDvZjBSktaDp4HxB,1990-09-24,225946,65,0.649,0.000841,0.903,0.000351,0.122,-3.677,0.0318,121.841,4
108,The Razors Edge,The Razors Edge,AC/DC,spotify:track:4ObCns6nM6tShx5a5tHiGC,1990-09-24,262533,50,0.408,0.00108,0.947,0.195,0.168,-3.522,0.0532,101.053,4
109,Mistress for Christmas,The Razors Edge,AC/DC,spotify:track:6xwxKqCIdrs0RDWkmFxzZs,1990-09-24,239520,46,0.432,0.00447,0.872,0.00038,0.0673,-4.125,0.036,111.959,4
110,Rock Your Heart Out,The Razors Edge,AC/DC,spotify:track:1SbRJXUX4yNmAr7CZumctk,1990-09-24,246680,45,0.437,0.00026,0.901,0.000258,0.0836,-4.473,0.0778,163.323,4
111,Are You Ready,The Razors Edge,AC/DC,spotify:track:7A1odihHBrI8n9k0Fefh2j,1990-09-24,250333,64,0.452,0.0165,0.821,3.53e-06,0.13,-4.816,0.0324,108.529,4
112,Got You by the Balls,The Razors Edge,AC/DC,spotify:track:1i0hnGnt14GL713mmOgJHh,1990-09-24,270240,45,0.622,0.00212,0.757,1.91e-06,0.092,-3.449,0.0246,96.966,4
113,Shot of Love,The Razors Edge,AC/DC,spotify:track:0NIotBOwHkVRocCRzi41da,1990-09-24,236520,45,0.581,0.000181,0.912,0.00149,0.0898,-3.802,0.0317,135.47,4
114,Let's Make It,The Razors Edge,AC/DC,spotify:track:0FWmC11IDbq8T2ZTOnnBiL,1990-09-24,212320,43,0.637,0.0181,0.76,0.000216,0.0359,-3.482,0.0304,99.13,4
115,Goodbye and Good Riddance to Bad Luck,The Razors Edge,AC/DC,spotify:track:3Y23ZSLRdk0d8YWAu4SnFb,1990-09-24,193560,42,0.417,0.0392,0.741,1.44e-06,0.102,-4.483,0.0699,202.798,4
116,If You Dare,The Razors Edge,AC/DC,spotify:track:60YOadmxT3GeNlAHbrhR8U,1990-09-24,198360,41,0.45,0.00586,0.848,0.000358,0.0764,-3.374,0.037,91.841,4
117,Heatseeker,Blow Up Your Video,AC/DC,spotify:track:0h3A3hdDq762DzIOKUoF21,1988-02-01,230400,59,0.372,0.00225,0.873,0.137,0.0638,-5.049,0.0426,159.991,4
118,That's the Way I Wanna Rock 'N' Roll,Blow Up Your Video,AC/DC,spotify:track:0u8J52fqQhQXKvAC23ICvO,1988-02-01,225026,46,0.395,0.0484,0.951,0.00334,0.315,-5.469,0.107,157.614,4
119,Meanstreak,Blow Up Your Video,AC/DC,spotify:track:3C2qc99Ay92Iv43DknVttB,1988-02-01,248426,35,0.603,0.213,0.819,0.00281,0.371,-4.037,0.0401,97.957,4
120,Go Zone,Blow Up Your Video,AC/DC,spotify:track:1a6B2hBwnJoqETESO6NDj3,1988-02-01,266440,34,0.499,0.00331,0.763,0.0111,0.226,-5.41,0.0359,100.493,4
121,Kissin' Dynamite,Blow Up Your Video,AC/DC,spotify:track:6MZc25P5QQDCYwUpYZ4gBA,1988-02-01,238426,34,0.469,0.00136,0.843,0.0334,0.0696,-5.982,0.0409,122.324,4
122,Nick of Time,Blow Up Your Video,AC/DC,spotify:track:3wYDl8yi2F90kJdSUkyhJG,1988-02-01,256399,34,0.264,0.0344,0.959,0.0106,0.146,-4.521,0.174,171.98,4
123,Some Sin for Nuthin',Blow Up Your Video,AC/DC,spotify:track:05spmNSk1TB5CFAEbAvLuu,1988-02-01,251386,33,0.464,0.0191,0.927,0.237,0.263,-5.138,0.0483,106.715,4
124,Ruff Stuff,Blow Up Your Video,AC/DC,spotify:track:6D1r9yXvmn0zcw5vZuPSw5,1988-02-01,268720,34,0.466,0.0298,0.929,0.00944,0.362,-4.889,0.0674,126.659,4
125,Two's Up,Blow Up Your Video,AC/DC,spotify:track:4UBIdb16eo8bIykBM6JHE2,1988-02-01,319973,36,0.455,0.00201,0.938,0.028,0.0496,-5.104,0.0609,122.586,4
126,This Means War,Blow Up Your Video,AC/DC,spotify:track:3TzodHWz58jKxePzBDqHf0,1988-02-01,272280,35,0.432,0.0142,0.988,0.00786,0.0841,-4.442,0.1,111.276,4
